name,speech,month
Lindsey Davis,Thank you Mr. Vice President.,Sept
Joe Biden,"No, I’m going to go like the rest of them do, twice over. Okay? Because here’s the deal. The deal is that we’ve got this a little backwards.",Sept
Joe Biden,"By the way, in Venezuela we should be allowing people to come here from Venezuela. I know Maduro. I’ve confronted Maduro.",Sept
Joe Biden,"Number two, you talk about the need to do something to Latin America. I’m the guy that came up with 740 million dollars to see to it those three countries, in fact, changed their system so people don’t have a chance to leave. You’re all acting like we just discovered this yesterday. Thank you very much.",Sept
Lindsey Davis,Thank you Mr. Vice President.,Sept
Lindsey Davis,Secretary Castro.,Sept
Julian Castro,"Thank you very much. Well that’s quite a lot.  But I grew up in one of those neighborhoods that folks have talked about. In a neighborhood that was grappling with the legacy of segregation. In fact in two public school districts that were involved in a 1973 Supreme Court case, challenging how Texas financed its schools.",Sept
Julian Castro,"I know that today our schools are segregated because our neighborhoods are segregated. Now I have an education plan, like a lot of folks up here, that would pay teachers more. That would recruit diverse ranks of teachers. That would invest in our public schools, but I also believe that we have to connect the dots. To uplift the quality of life. To invest in housing opportunity, to invest in job opportunity, to invest in community schools that offer resources like parents able to go back and get their GED. Healthcare opportunities. Those things that truly ensure that the entire family can prosper. Those are the types of things we need to do, in addition to lifting up our public schools.",Sept
Julian Castro,"You asked a second ago about charter schools. Look, it is a myth that charter schools are better than public schools. They’re not.",Sept
Lindsey Davis,Thank you Secretary.,Sept
Julian Castro,"Well I’m not categorically against charter schools, I would require more transparency and accountability from them than is required right now.",Sept
Lindsey Davis,"Senator Booker, coming to you know. It was 65 years ago this year that the Supreme Court outlawed racial segregation in public schools. Yet for millions of students of color today segregation remains a reality. Non-white districts typically receive $2,200 less per student than those in white districts. This means older books, less access to computers, and often worse outcomes. What is your plan to address segregation? I’m not just talking about the achievement gap, but I’m talking about the opportunity gap in education.",Sept
Corey Booker,"I’m hearing a lot of conversations on the stage and the way we talk about communities of color. Look I live in a black and brown community below the poverty line. I’ve lived in  Housing Projects for almost a decade and saw the anguish of parents who are just so deeply frustrated that they don’t have a school that serves their genius. I think I’m the only person on the stage, even though I had no formal authority as Mayor to run a school system, I stepped up and took responsibility for our schools. We produce results.",Sept
Corey Booker,"A lot of folks here talking about raising teachers salary. We actually did it in Newark, New Jersey. We didn’t stop there. We closed poor performing charter schools, but dagnabbit we expanded high performing charter schools. We were a city that said, “We need to find local solutions that work for our community.” The results speak for themselves. We’re now the number one city in America for Beat the Odds schools. From high poverty to high performance. Strategies like investing in our children work.",Sept
Corey Booker,"I’ll tell you this. I am tired of us thinking about these problems isolated, disconnected from the other issues. That’s why my friend Secretary Castro is 100% right. We are in the reality we are right now because Vice President of overtly racist policies, not 400 years ago just in my lifetime. That were redlining communities, disinvesting in communities. More than just that, my kids are not only struggling with racial segregation, and housing, and the challenges of underfunded schools, but they’re also struggling with environmental injustice. If you’ve talked to someone who’s a parent of a child who has had permanent brain damage because of lead, you’ll know this is a national problem because there’s over 3,000 jurisdictions in America where children have more than twice the blood lead levels of Flint, Michigan.",Sept
Lindsey Davis,Thank you Senator.,Sept
Corey Booker,"If I’m President of the United States it is a holistic solution to education. From raising teachers’ salary, fully funded special education, but combating the issues of poverty, combating the issues of racial segregation, combating the issues of a criminal justice system that takes-",Sept
Lindsey Davis,Thank you Senator.,Sept
Corey Booker,… parents away from their kids. Dealing with environmental justice as a major pillar of any climate policy.,Sept
Speaker 3,Thank you Lindsey. One final question coming up. We’ll be right back.,Sept
George S.,"… a round of questions. One question for each candidate. We’re going to go in reverse order from the opening statement and the candidates. The question is on the quality of resilience. No president can succeed without resilience. Every president confronts crises, defeats and mistakes. So, I want to ask each of you, what’s the most significant professional setback you’ve had to face? How did you recover from it, and what did you learn from it? Vice President Biden.",Sept
Joe Biden,"I never counted any professional setback I have as a serious setback. There’s things that are important, things that aren’t important.",Sept
George S.,We’re going to clear the protestors now. Just one minute.,Sept
George S.,"Senator Biden, we’ll start the clock again.",Sept
Speaker 3,.,Sept
Joe Biden,What’d they say?,Sept
Joe Biden,I’m sorry.,Sept
George S.,We’re sorry. Go ahead.,Sept
Joe Biden,"There are setbacks to the setbacks, and I think the most critical setback that can occur to anyone is to lose … Well, my dad had an expression. He said, “Joey, it’s not a question of succeeding and whether you get knocked down, it’s how quickly you get up.” He used to say, “You never explain and never complain.” Then go on to say that, “The only obligation that really matters, the most important thing is family.”",Sept
Joe Biden,"So, I was raised to believe that that was the center of everything, family, and could be judged on based how you treat your family and how you went from there. It took … you know, Kierkegaard said, “Faith sees best in the dark.”",Sept
Joe Biden,"Right after I got elected, my wife and daughter were killed in an automobile accident, and my two sons were badly injured. I’d just been elected, not sworn in. I lost my faith for awhile. I came back. Then later when my son Beau came home from Iraq and with a terminal disease and a year later, a year and a half later, losing him was like losing part of my soul. The fact is that I learned that the way you deal with it is you deal with finding purpose, purpose in what you do.",Sept
Joe Biden,"That’s why I hope he’s proud of me today because he wanted to make sure I didn’t run for president but I stayed engaged. Because when you get hit badly, whether you’re losing a job or you’re raising a family, like my dad, where you have to make that longest walk up the stairs to tell your kid, “You can’t live here anymore.” Dad lost his job. You know, we’ve all been through that some form or another. It just takes … just for me, the way I’ve dealt with it is finding purpose. My purpose is to do what I’ve always tried to do and stay engaged in public policy.",Sept
Joe Biden,"There’s a lot of people who went through a lot worse than I have and get up every single morning, put their feet one foot in front of another without the help I had. There are real heroes out there, some real heroes.",Sept
George S.,"Thank you, Mister Vice President. Senator Warren.",Sept
Sen. Warren,"I mentioned earlier, I’ve known what I wanted to be since second grade. I wanted to be a public school teacher, and I invested early. I used to line my dollies up and teach school. I had a reputation for being tough but fair. By the time I graduated from high school, my family didn’t have money for a college application, much less to send me off to four years at a university.",Sept
Sen. Warren,"My story, like a lot of stories, has a lot of twists and turns. I got a scholarship. Then at 19, I got married, dropped out of school, took a minimum wage job, thought my dream was over. I got a chance down the road at the university of Houston, and I made it as a special needs teacher. I still remember that first year as a special needs teacher. I could tell you what those babies looked like. I had four to six year olds.",Sept
Sen. Warren,"At the end of that first year I was visibly pregnant. Back in the day, that meant that the principal said to me … wished me luck and hired someone else for the job. So, there I am. I’m at home, I’ve got a baby, I can’t have a job. What am I going to do? Here’s resilience. I said, “I’ll go to law school.” The consequence was, I practiced law for about 45 minutes and then went back to my first love, which is teaching. It let me get into fights. It gave me new tools. The reason I’m standing here today is because I got back up. I fought back. I know what’s broken. I want to be in the fight to fix it in America.",Sept
George S.,"Thank you, Senator.",Sept
Sen. Warren,That’s why I’m here.,Sept
George S.,Senator Sanders.,Sept
Bernie Sanders,"I’d say that resilience to me means growing up in a rent controlled apartment in Brooklyn, New York, the son of an immigrant who came to this country without a nickel in his pocket. Professional resilience means to me, George, running for US Senate in Vermont and getting one percent of the vote, running for governor and getting two percent of the vote. Finally, becoming mayor of Burlington, Vermont with ten vote margin.",Sept
Bernie Sanders,"What resilience means to me is that throughout my political career, I have taken on virtually every powerful special interest in this country, whether it is Wall Street, whether it is the insurance industry, whether it is the pharmaceutical industry whose corruption and greed is killing people today, whether it is a military industrial complex or a prison industrial complex. I feel confident that given a lifelong record I’ve taken on powerful special interests of standing up for the working families of this country, that I will be able to take on the greed and corruption of the corporate elite and create a government and an economy that works for all of us. Not just the one percent.",Sept
George S.,"Thank you, Senator Sanders. Senator Harris.",Sept
Kamala Harris,"Every office I’ve run for, whether it be district attorney or attorney general, I was told each time it can’t be done. They said, “Nobody like you has done it before. You’re … nobody is ready for you.” When I ran for DA, I won and became the first Black woman elected DA in a state of 40 million people in San Francisco. When I ran for Attorney General of California, I was elected because I didn’t listen. I was the only Black elected woman, Black elected attorney general in the state, in the country.",Sept
Kamala Harris,"Each time people would say, “It’s not your time. It’s not your turn. It’s going to be too difficult. They’re not ready for you.” I didn’t listen. A part of it probably comes from the fact that I was raised by a mother who said many things that were life lessons for me, including, “Don’t you ever let anybody tell you who you are. You tell them who you are.”",Sept
Kamala Harris,"When I look around the town halls that we do in this race for President of the United States and I look at the meetings that we do and the community meetings and I see these little girls and boys sometimes even brought by their fathers. They bring them to me, and I talk to them during these events and they smile. They’re full of joy and their fathers tell them, “See, don’t you ever listen and let anybody ever tell you what you can or cannot be. You have to believe in what can be unburdened by what has been.”",Sept
George S.,"Senator Harris, thank you very much. Mayor Buttigieg.",Sept
Pete Buttigieg,"As a military officer serving under, “Don’t Ask, Don’t Tell,” and as an elected official in the State of Indiana when Mike Pence was governor, at a certain point when it came to professional setbacks, I had to wonder whether just acknowledging who I was was going to be the ultimate career ending professional setback. I came back from deployment and realized that you only get to live one life, and I was not interested in not knowing what it was like to be in love any longer. So, I just came out. I had no idea what kind of professional setback it would be, especially because inconveniently it was an election year in my socially Conservative community.",Sept
Pete Buttigieg,"What happened was that when I trusted voters to judge me based on the job that I did for them, they decided to trust me and reelected me with 80% of the vote. What I learned was that trust can be reciprocated and that part of how you can win and deserve to win is to know what’s worth more to you than winning. I think that’s what we need in the presidency right now. We have to know what we are about.",Sept
Pete Buttigieg,"This election is not about any of us up here. It is not about this President, even though it’s hard to talk of anything else some days. It’s about the people who trust us with their lives. A kid wondering if we’re actually going to make their schools safe when they’ve learned active shooter drills before they’ve learned to read, a generation wondering whether we will actually get the job done on climate change. If we hold to that, then it doesn’t matter what happens to each of us professionally. Together we will win a better era for our country.",Sept
George S.,"Mayor Buttigieg, thank you. Mister Yang.",Sept
Andrew Yang,"I was an unhappy lawyer for five whole months, and I left to start a business. I’m going to share with you all one of the secrets to entrepreneurship. If you want to start something, tell everyone you know you’re going to do it. Then you don’t have a choice. You put your heart and soul into it. Even though I did that, my company flopped, had its mini rise and maximum fall, lost investors, hundreds of thousands of dollars. Still owed 100,000 in school debt. My parents still told people I was a lawyer. I guess it was a little easier.",Sept
Andrew Yang,"So, I remember lying on my floor, looking up, wondering how did it come to this, Eventually, I picked myself back up. I kept working in small growth companies for another ten years and eventually had some success. Then after I did have some success, I still remembered how hard it was, how isolating it was, how it feels like your friends no longer want to spend time with you. So, I spent seven years starting and running a nonprofit that helped train young entrepreneurs around the country, including Sean Wen, who’s here in the audience tonight who left his gilded Wall Street job to become a food entrepreneur in San Antonio. Sean, I hope I made the process a little bit easier for you than it was for me. The goal of my campaign is to make this an economy that allows us to live our human values and aspirations.",Sept
George S.,"Thank you. Thank you, Mister Yang. Senator Booker.",Sept
Cory Booker,"My biggest professional setback is embarrassing, because a lot of folks know about it. I, with a bunch of tenant leaders in Newark, New Jersey in 2002, took on the political machine. Boy, did they fight back. I had tires on my car slashed. Our campaign offices were broken into. My phones were tapped. It became a spectacle, and we lost that election. Here’s a bit of advice to everybody. If you’re going to have a spectacular failure, have a documentary team there to capture it because it made for an Oscar nominated documentary called Street Fight. But hen unfortunately, another setback, it lost in the Oscars to a movie called March of the dag nab Penguins, for crying out loud.",Sept
Cory Booker,"The people in my community of living in the projects told me, “Don’t give up on the people, and the people won’t give up on you. Create bigger and bolder coalitions, and you’re going to win.” You know what? We came back four years later and won the largest lopsided victory in our city’s history.",Sept
Cory Booker,"More than that, the lesson was there. We didn’t give up. We were taking on America’s toughest problems from crime to poverty. We transformed our city, creating tens of thousands of new jobs, the biggest economic expansion in our city, and as I said before, turned around our school system. There’s more work to do, but I haven’t given up on the people. I still live in that community.",Sept
Cory Booker,"This is the big lesson. My staff and my friends and my community told me, “If you want to go fast, you may have won the mayor’s race, but that’s not what life is about.” There’s an old African saying that says, “If you want to go fast, go alone. But if you want to go far, go together.” The lesson I learned of resilience is to trust people, because the power of the people is always greater than the people in power. The test of America right now, it’s not a referendum on Donald Trump. It’s a referendum on us and who we are and who we’re going to be together. We need to use this moment in history to unite in common cause and common purpose, and then there’s nothing we can’t do together as a nation.",Sept
George S.,"Senator Booker, thank you. Congressman O’Rourke.",Sept
Beto O’Rourke,"Thank you, George. Everything that I’ve learned about resilience, I’ve learned from my hometown of El Paso, Texas. In the face of this act of terror that was directed at our community in large part by the President of the United States that killed 22 people and injured many more, we were not defeated by that nor were we defined by that. The very thing that drew that killer to us is the very thing that helps us set the example for the rest of this country. We don’t see our differences as disqualifying or dangerous. We see them as foundational to our success, to our strength and to our security and to our safety.",Sept
Beto O’Rourke,"Yesterday, I was visiting with one of those victims. He’s the head coach of the Fusion. This is a girl’s soccer team of ten and 11 year old girls. His name is Luis. He was shot in the legs multiple times. He was shot in the side multiple times. He’s still healing from his wounds in the hospital, but from his hospital bed, he’s still trying to coach the Fusion girls soccer team. Memo, his co-coach, is still fighting for his life right now at Del Sol Hospital. Those two men, Jessica and Marcella, their wives, they exemplify resilience to me.",Sept
Beto O’Rourke,"When we end this scourge of gun violence in this country, when we finally confront the racism that exists in America, when we’re defined not by our fears but instead by our aspirations and our ambitions, it will be in large part, I think, thanks to the example that El Paso has set.",Sept
George S.,"Congressman, thank you.",Sept
Beto O’Rourke,Thank you.,Sept
George S.,Senator Klobuchar.,Sept
Amy Klobuchar,"My challenges and resilience have brought me up here. I grew up with a dad who struggled with alcoholism his whole life. After his third DWI, he had a choice between jail and treatment. He chose treatment with his faith, with his friends, with our family. In his words, he was pursued by grace. That made me interested in public service, because I feel like everyone should have that same right to be pursued by grace. Then got married. My husband’s out there somewhere, hopefully smiling, and our daughter. Our daughter was born, I had this expectation, we were going to have this perfect, perfect birth. She was really sick, and she couldn’t swallow. She was in and out of hospitals for a year and a half. But when she was born, they had a rule in place that you got kicked out of the hospital in 24 hours. She was in intensive care, and I was kicked out. I thought this could never happen to any other mom again.",Sept
Amy Klobuchar,"So, I went to the legislature, our state legislator, not an elected official, a mom, and I advocated for one of the first laws in the country guaranteeing new moms and their babies a 48 hour hospital stay. When they tried to delay the implementation of that law, I brought six pregnant friends to the conference committee so they outnumbered the lobbyist two to one. When they said, “When should it take place?”, they all raised their hand and said, “Now.”",Sept
Amy Klobuchar,"That is what motivated me to go into public service. When I got to that gridlock of Washington DC and got to work and pass over a hundred bills … I know a lot of my friends here are from the Left, but remember I am from the middle of the country. I believe if we’re going to get things done that we have to have someone leading the ticket with grit. Someone’s going to not just change the policies but change the tone in the country and someone who believes in America and believes it from their heart because of where they came from, that everyone should have that same opportunity.",Sept
George S.,"Senator, thank you. Secretary Castro.",Sept
Julian Castro,"Thank you, George, to hold head to Linsey and to David and to all of you all for tuning in tonight. In many ways, I shouldn’t be here on this stage. Castro is my mother’s name and was my grandmother’s name before her. I grew up in a single parent household on the West side of San Antonio going to the public schools. Eventually my brother, Joaquin, and I became the first in our family to become professionals.",Sept
Julian Castro,"When I got home, I took a job at the biggest law firm in town. I was making $100,000 a year in the year 2000. A few months later, I got elected to the San Antonio City Council. The city council at the time was only paying $1,040 a year. So, everybody had another job, and my job was at the law firm. Well, a few months after I got elected, the law firm got a client. The client wanted those of us on the city council to vote for a land deal. The land deal was that they wanted to build a golf course over our water supply, because we relied on an underground aquifer. I didn’t think the environmental protection plan was strong enough, so I wanted to vote against it and my constituents wanted me to vote against it. But under the ethics rules for lawyers in Texas, because believe it or not, lawyers have ethics rules, you can’t just go against the interests of a client. So, I was stuck.",Sept
Julian Castro,"On the one hand, I wanted to do the right thing. On the other hand, my livelihood, my student loans, my new house payment, my car payment depended on me shutting up, being conflicted out. So, one day I walked into my law firm and I quit my job and then I went and I voted against that land deal on the city council.",Sept
Julian Castro,"It was the first test that I had. I think back to that because oftentimes we think of politics and you think of politics is dirty or corrupting. I wondered before I went into it whether it would change who I was. I was proud that when that first test came that I stood up for the people that I was there to represent and not for big special interests. There’s nobody that gets tested more in a position of public trust than the President of the United States. This President has failed that test, but I want you to know that if you elect me president, I won’t. I won’t serve anybody except you and your family. Together we can create an America that’s better than ever. Thank you very much.",Sept
George S.,Secretary Castro. Thank you to all of our candidates. It was a great debate. I think we learned a lot tonight. Thanks to you. Thanks to Texas Southern University for hosting us tonight. It was a great crowd.,Sept
Speaker 13,Thank you.,Sept
George S.,tonight. Thanks to you. Thanks to everyone at home. The debate is over. Our coverage continues with Tom Llamas. That’s it.,Sept
  › Blog › Political Transcripts › October Democratic Debate Transcript,4th Debate in Ohio,Oct
Anderson Cooper,"It’s the CNN, New York Times Democratic presidential debate. We want to welcome our viewers in the United States and watching around the world, watching us on CNN, CNN International, CNN Espanol, cnn.com, thenewyorktimes.com CNN, CNN’s Facebook page, and listening on the Westworld One Radio Network, Sirius XM satellite radio, NPR, and the American Forces Network. I’m Anderson Cooper moderating tonight’s debate along with CNN’s Erin Burnett and New York Times national editor, Marc Lacey. We are in Ohio tonight because it’s one of the most critical battleground states. Ohio has backed all but two presidential winners in every election since 1896.",Oct
Erin Burnett,"The top 12 democratic presidential candidates are at their positions behind the podiums. This is a record number of candidates for a presidential primary debate. So to accommodate the large group, there are no opening statements tonight.",Oct
Marc Lacey,"Before we begin a reminder of the ground rules, you’ll each receive 75 seconds to answer questions, 45 seconds for responses and rebuttals, and 15 seconds for clarifications. Please refrain from interrupting your fellow candidates as that will count against your time.",Oct
Anderson Cooper,"And we remind our audience here in the Rike Center at Otterbein to be respectful so the candidates can hear the questions and each other. All right, let’s begin. Since the last debate House Democrats have officially launched an impeachment inquiry against President Trump, which all the candidates on this stage support. Senator Warren, I want to start with you. You have said that there’s already enough evidence for President Trump to be impeached and removed from office. But the question is with the election only one year away, why shouldn’t it be the voters who determine the president’s fate?",Oct
Senator Warren,"Because sometimes there are issues that are bigger than politics. And I think that’s the case with this impeachment inquiry. When I made the decision to run for president, I certainly didn’t think it was going to be about impeachment, but when the Mueller report came out, I read it, all 442 pages. And when I got to the end, I realized that Mueller had shown to a fare thee well, that this president had obstructed justice and done it repeatedly. And so at that moment I called for opening an impeachment inquiry. Now that didn’t happen and look what happened as a result, Donald Trump broke the law again in the summer, broke it again this fall. You know, we took a constitutional oath and that is that no one is above the law and that includes the President of the United States. Impeachment is the way that we establish that this man will not be permitted to break the law over and over without consequences. This is about Donald Trump, but understand it’s about the next president and the next president and the next president and the future of this country. The impeachment must go forward.",Oct
Anderson Cooper,"Thank you, Senator Warren. You’re all going to get in on this by the way. Senator Sanders, do Democrats have any choice but to impeach President Trump? Please respond.",Oct
Bernie Sanders,"No they don’t. In my judgment, Trump is the most corrupt president in the history of this country. It’s not just that he obstructed justice with the Mueller report. I think that the House will find him guilty of worthy of impeachment because of the emoluments clause. This is a president who is enriching himself while using the Oval Office to do that and that is outrageous. And I think in terms of the recent Ukrainian incident, the idea that we have a President of the United States who is prepared to hold back national security money to one of our allies in order to get dirt on a presidential candidate is beyond comprehension. So I look forward, by the way, not only to a speedy and expeditious impeachment process, but Mitch McConnell has got to do the right thing and allow a free and fair trial in the Senate.",Oct
Anderson Cooper,"Vice President Biden, during the Clinton impeachment proceedings you said, and I quote, “The American people don’t think that they’ve made a mistake by electing Bill Clinton and we in Congress had better be very careful before we upset their decision.” With the country now split, have Democrats been careful enough in pursuing the impeachment of President Trump?",Oct
Joe Biden,"Yes, they have. I said from the beginning that if in fact Trump continued to stonewall what the Congress is entitled to know about his background, what he did, all the accusations in the Mueller report. If they did that, they would have no choice, no choice, but to begin an impeachment proceeding, which gives them more power to seek more information. This president and I agree with Bernie, Senator Sanders, is the most corrupt president in modern history and I think all of our history. And the fact is that this President of United States has gone so far as to say since this latest event that in fact he will not cooperate in any way at all, will not list any witnesses, will not provide information, will not do anything to cooperate with the impeachment. They have no choice but to move.",Oct
Anderson Cooper,"Senator Harris, House Speaker Nancy Pelosi has said that members of Congress have to be in her words, “fair to the President and give him a chance to exonerate himself.” You’ve already said that based on everything you’ve seen, you would vote to remove him from office. Is that being fair to the President?",Oct
Kamala Harris,"Well, it’s just being observant because he has committed crimes in plain sight. I mean, it’s shocking, but he told us who he was. Maya Angelou who told us years ago, listen to somebody when they tell you who they are the first time. During that election, Donald Trump told us he could shoot somebody on Fifth Avenue and get away with it. And he has consistently since he won been selling out the American people. He’s been selling out working people. He’s been selling out our values, he’s been selling out national security and on this issue with Ukraine, he’s been selling out our democracy. Our framers imagined this moment, a moment where we would have a corrupt president. And our framers then rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must ask but the reality of it is that I don’t really think this impeachment process is going to take very long because as a former prosecutor, I know a confession when I see it.",Oct
Kamala Harris,"And and he did it in plain sight. He has given us the evidence and he tried to cover it up, putting it in that special server and there has been a clear consciousness of guilt. This will not take very long. Donald Trump needs to be held accountable. He is indeed the most corrupt and unpatriotic president we have ever had.",Oct
Anderson Cooper,"Senator Booker, you have said that president Trump’s “moral vandalism disqualifies him from being president.” Can you be fair in an impeachment trial? Please respond.",Oct
Senator Booker,"So first of all, we must be fair. We are talking about ongoing proceedings to remove a sitting president for office. This has got to be about patriotism and not partisanship. Look, I share the same sense of urgency of everybody on this stage. I understand the outrage that we all feel, but we have to conduct this process in a way that is honorable, that brings our country together, doesn’t rip us apart. Anybody who has criticisms about a process that is making all the facts bare before the American public, that works to build consensus. That’s what this nation needs in what is a moral moment and not a political one. So I swore an oath to do my job as a Senator, do my duty. This president has violated his, I will do mine.",Oct
Anderson Cooper,"Thank you, Senator Booker. Senator Klobuchar, what do you say to those who fear that impeachment is a distraction from issues that impact people’s day to day lives, healthcare, the economy and could backfire on Democrats.",Oct
Amy Klobuchar,"We can do two things at once, that’s our job. We have a constitutional duty to pursue this impeachment, but we also can stand up for America because this President has not been putting America in front of his own personal interests. He has not been standing up for the workers of Ohio. He’s not been standing up for the farmers in Iowa. And I take this even a step further. You know when he made that call to the head of Ukraine, he’s digging up dirt on an opponent, that’s illegal conduct. That’s what he was doing. He didn’t talk to them about the Russian invasion, he talked to him about that. So I’m still waiting to find out from him how making that call to the head of Ukraine and trying to get him involved in interfering in our election makes America great again. I’d like to hear from him about how leaving the Kurds for slaughter, our allies for slaughter, where Russia then steps in to protect them, how that makes America great again.",Oct
Amy Klobuchar,"And I would like to hear from him about how coddling up to Vladimir Putin makes America great again. It doesn’t make America great again, it makes Russia great again. And that is what this President has done. So whether it is worker’s issues, whether it is farmer’s issue, he has put his own private interests and I will not do that.",Oct
Anderson Cooper,"Thank you. Secretary Castro, is impeachment of distraction?",Oct
Julian Castro,"Not at all. We can walk and chew gum at the same time and all of us are out there every single day talking about what we’re going to do to make sure that more people cross the graduation stage, that more families have great healthcare, that more folks are put to work in places like Ohio, where Donald Trump has broken his promises. Because Ohio, Michigan and Pennsylvania, actually in the latest jobs data have lost jobs, not gained them. Not only that, what we have to recognize is that not only did the Mueller report point out 10 different instances where the President obstructed justice or tried to, and he made that call to President Zelensky of the Ukraine, but he is ongoingly, in an ongoing way, violating his oath of office and abusing his power. We have to impeach this President and the majority of Americans not only support impeachment, they support removal, he should be removed.",Oct
Anderson Cooper,"Mayor Buttigieg, you have said that impeachment should be bipartisan. There’s been obviously very little Republican support to date, yet Democrats are proceeding. Is that a mistake?",Oct
Pete Buttigieg,"Well, it’s a mistake on the part of Republicans who enabled a president whose actions are as offensive to their own supposed values as they are to the values that we all share. Look, the President has left the Congress with no choice and this is not just about holding the President accountable for not just the things emerging in these investigations, but actions that he has confessed to on television. It’s also about the presidency itself because a president, 10 years or 100 years from now, will look back at this moment and draw the conclusion, either that no one is above the law or that a president can get away with anything. But everyone on this stage by definition is competing to be a president for after the Trump presidency. Remember, one way or the other, this presidency is going to come to an end. I want you to picture what it’s going to be like, what it’s actually going to feel like in this country the first day the sun comes up after Donald Trump has been president.",Oct
Pete Buttigieg,"It starts out feeling like a happy thought. This particular brand of chaos and corruption will be over, but really think about where we’ll be, vulnerable, even more torn apart by politics than we are right now. And these big issues, from the economy to climate change have not taken a vacation during the impeachment process. I’m running to be the president who can turn the page and unify a dangerously polarized country while tackling those issues that are going to be just as urgent then as they are now.",Oct
Anderson Cooper,"Thank you, Mr. Mayor, Congresswoman Gabbard, you’re the only sitting House member on this stage, how do you respond?",Oct
Tulsi Gabbard,"If impeachment is driven by these hyper-partisan interests, it will only further divide an already terribly divided country. Unfortunately, this is what we’ve already seen play out as calls for impeachment really began shortly after Trump won his election. And as unhappy as that may make us as Democrats, he won that election in 2016. The serious issues that have been raised around this phone call that he had with the president of Ukraine and many other things that transpired around that are what caused me to support the inquiry in the House and I think that it should continue to play its course out together. All the information, provide that to the American people, recognizing that that is the only way forward. If the House votes to impeach, the Senate does not vote to remove Donald Trump, he walks out and he feels exonerated further deepening the divides in this country that we cannot afford.",Oct
Anderson Cooper,"Thank you, Congresswoman. Mr. Steyer, you’ve been calling for impeachment for two years, does there need to be bipartisan support?",Oct
Tom Steyer,"Well, Anderson, this is my first time on this stage, so I just want to start by reminding everybody that every candidate here is more decent, more coherent, and more patriotic than the criminal in the White House. But I also want to point out that Anderson’s right, two years ago, I started the Need To Impeach movement because I knew there was something desperately wrong at 1600 Pennsylvania Avenue. That we did have the most corrupt president in the country, and that only the voice and the will of the American people would drag Washington to see it as a matter of right and wrong, not of political expediency. So in fact, impeaching and removing this President is something that the American people are demanding. They’re the voice that counts and that’s who I went to, the American people.",Oct
Anderson Cooper,"Mr. Yang, do you think there’s already enough evidence out there to impeach the President? Please respond.",Oct
Andrew Yang,"I support impeachment, but we shouldn’t have any illusions that impeaching Donald Trump will one be successful or two, erase the problems that got him elected in 2016. We’re standing in the great state of Ohio, the ultimate purple state, the ultimate bellwether state. Why did Donald Trump win your state by eight points? Because we got rid of 300,000 manufacturing jobs in your towns and we’re not stopping there. How many of you have noticed stores closing where you work and live here in Ohio? Raise your hands. It’s not just you, Amazon alone as closing 30% of America’s stores in malls soaking up $20 billion in business while paying zero in taxes. These are the problems that got Donald Trump elected, the fourth industrial revolution and that is going to accelerate and grow more serious regardless of who is in the Oval Office. The fact is, Donald Trump, when we’re talking about him, we are losing. We need to present a new vision and that even includes talking about impeaching Donald Trump.",Oct
Anderson Cooper,"Congressman O’Rourke, on impeachment, please respond.",Oct
Beto O’Rourke,"You know, I think about everyone who’s ever served this country in uniform. We have two examples here on the stage tonight, Mayor Buttigieg and Congresswoman Gabbard. Those who have willingly sacrificed their lives to defend this country and our constitution. We are the inheritors of their service and their sacrifice and we have a responsibility to be fearless in the face of this President’s criminality and his lawlessness. The fact that as a candidate for the highest office in the land, he invited the participation, the invasion of a foreign power in our democracy. As president, he lied to investigators, obstructed justice, fired James Comey, head of the F.B.I., tried to fire Mueller, head of the investigation. Then invited President Zelensky to involve himself in our politics, as well as China in exchange for favorable trade terms in an upcoming trade deal.",Oct
Anderson Cooper,"Thank you, Congressman.",Oct
Beto O’Rourke,"If you do not hold them to account, if there is not justice, not only have we failed this moment, our constitution and our country, we have failed everyone who has sacrificed and laid their lives down on the line and we cannot do that.",Oct
Anderson Cooper,"Thank you, Congressman. The impeachment inquiry is centered on President Trump’s attempts to get political dirt from Ukraine on Vice President Biden and his son Hunter. Mr. Vice President, President Trump has falsely accused your son of doing something wrong while serving on a company board in Ukraine. I want to point out there is no evidence of wrongdoing by either one of you. Having said that on Sunday, you announced that if you’re president, no one in your family or associated with you will be involved in any foreign businesses. My question is, if it’s not okay for a president’s family to be involved in foreign businesses, why was it okay for your son when you were vice president, Vice President Biden?",Oct
Joe Biden,"Look, my son did nothing wrong. I did nothing wrong. I carried out the policy of the United States government in rooting out corruption in Ukraine. And that’s what we should be focusing on. And what I wanted to make a point about and my son’s statement speaks for itself, he spoke about it today. My son’s statement speaks for itself. What I think is important is we focus on why it’s so important to remove this man from office. On the 17th … look, the fact that George Washington worried on the first time he spoke after being elected president, that what we had to worry about is foreign interference in our elections. It was the greatest threat to America.",Oct
Joe Biden,"This president on three occasions, three occasions has invited foreign governments and heads of government to get engaged in trying to alter our elections. The fact is that it is outrageous. Rudy Giuliani, the President and his thugs have already proven that they in fact are flat lying. What we have to do now is focus on Donald Trump. He doesn’t want me to be the candidate. He’s going after me because he knows if I get the nomination, I will beat him like a drum.",Oct
