name,speech
Donald Trump,"These proud Kentucky Patriots did not shed their blood, sweat and tears so that we could sit at home while others try to erase their legacy and destroy their magnificent heritage. Our allegiance is to our nation. Our loyalty is to our citizens. And our devotion is to our Creator. For the sake of our freedom, for the sake of our children, we are going to keep on working. We are going to keep on fighting, and we are going to keep on winning, winning, winning. We are one movement. We are one people. We are one family and one glorious nation under God. America is thriving like never before. And ladies and gentlemen of Kentucky, the best is yet to come. Together, we will make America wealthy again. We will make America strong again. We will make America proud again. We will make America safe again. And we will make America great again. Thank you, Kentucky. Thank you. Go out and vote."
Donald Trump,"Well, thank you to Vice President Pence. Thank you, Mike. And hello Pennsylvania. Hello. It’s great to be back in this state that gave us the Liberty Bell, Pennsylvania Steel, Hershey chocolate. I like Hershey chocolate. The Nittany Lions. The Nittany Lions, they’re doing pretty well too and the incredible American Patriots just like you, you are Patriots. Thank you very much. Thank you. Under Republican leadership, America is stronger than ever before and we are respected again."
Donald Trump,"Last month you saw it, we smashed expectations with another 266,000 jobs and unemployment is now more than a 50-year low. We have never seen what’s going on with different groups. Unemployment is at a position we’ve never had anything like this. You are so lucky I became your president. I’m only kidding. I have to say I’m kidding because the fake news back there will take that. They’ll take that statement and they’ll blow it up and they’ll say, “He said they were lucky to have him as president. What a horrible thing to say.” Because they’re fake. Anyway, here in Pennsylvania you had the single best year that you’ve ever had in the history of our country, not bad. The Pennsylvania unemployment rate has reached an all time record low. And I hate to tell you this, when I was campaigning three and a half years ago, I’d come here, you weren’t doing so well, folks. You weren’t doing so well. Wages were way down, unemployment was way up. It wasn’t a pretty picture. Just a few months ago, I visited the new Shell Petrochemical Plant in Beaver County at $6 billion with a B, $6 billion. It is the largest investment in Pennsylvania history."
Donald Trump,"We’re ending decades of failed trade policies that devastated communities all across the state. For generations, American manufacturing was the bedrock of your economy, the bedrock. Remember the last administration, ” You need a magic wand. It’ll never come back.” We found the magic wand, didn’t we?"
Donald Trump,"Then came NAFTA, the NAFTA disaster, I call it, one of the worst trade deals in the history of any country and the loss of one in three Pennsylvania manufacturing jobs. Your politicians always pledged to fix it. They’d talk about it for years and years and decades, but they never were able to do it. They came and they went to Washington and they did nothing. But unlike those politicians, I keep my promises."
Donald Trump,"And I love Pennsylvania. I went to school in Pennsylvania, you know that right? I know it well. And I’m thrilled to report that we are on the verge of ending the NAFTA catastrophe once and for all. Congress will soon vote on my new trade deal, the US-Mexico-Canada agreement or USMCA. After years of waiting, many, many years, many, many decades, they’ve been looking for this, and then we got it done and we’ve been waiting for a long time for Nancy Pelosi to announce USMCA and she did it on the same day that they announced that they are going to impeach the 45th president of the United States and your favorite president, I think."
Donald Trump,"And the reason they announced it on the same day, one hour later, they announce impeachment, a few guys standing behind her. They announced the impeachment, and then an hour later, she announced that she’s going to USMCA. You know why? It’s a huge deal and it plays down the impeachment because they are embarrassed by the impeachment, and our poll numbers have gone through the roof because of her stupid impeachment."
Donald Trump,"And think of it this way also, the silver lining of impeachment and this witch hunt, that’s the reason they approved USMCA. So that’s okay with me, because they approved it and they’re very happy to have it. But honestly, it’s an incredible deal for our country. Took too long, it waited in Congress for too long a time. Incredible deal, and replacing the worst, NAFTA."
Donald Trump,"We’ve also just reached a deal with Congress to invest a record $738 billion more into our great military. When I took over, I will tell you, I became president… Think of it, almost three years ago. By the way, was that the most exciting night ever? I’m just watching these people, that was one of the greatest evenings in the history of television from a rating standpoint, from an excitement standpoint, what the hell would they do without me and you? They’d be gone."
Donald Trump,"About a month before I ran, I picked up a New York Times, it was like a leaflet that you had out at a grocery store and now it’s thick. They’ve got all their reporters covering Trump, Trump, Trump. I can’t imagine they won’t endorse because without me winning, you know what happens? They all go down the tombs they got, all of them, Washington Post, New York Times, those very dishonest networks. They are very dishonest, very, very dishones."
Donald Trump,"No, they’re very dishonest people. And I have to say this, look, and I always have to say this, you have some really great journalists and you have some honest publications, but not too many of them, I have to be honest with you. Well, you know that. Does anybody think the media is honest?"
Audience,No.
Donald Trump,Does anybody think they’re totally corrupted and dishonest?
Audience,Yes.
Donald Trump,"All right. The legislation will also officially establish something that’s so important to me because it’s where it’s at. And a lot of people used to smile and now outside of the wall, which we’re building… The wall is going on. It gets one of the biggest applause of anything, it’s the sixth branch of the United States Armed Forces, the Space Force. We’re opening up the Space Force because you know what, that’s where it’s at. And everything’s built right here in the United States. That’s simple."
Donald Trump,"And by the way, we build the greatest weapons, the greatest planes, the greatest ships, we build it in the United States, there’s nobody that comes close. We have the greatest military equipment anywhere in the world, rockets and missiles, no place builds it like us. We have the best in the world and we sell it to allies and they all want to buy from the United States. We’ve never had a thing like this. We are so hot. We are so hot."
Donald Trump,"And just a few weeks ago, the United States Special Forces brought the world’s number one terrorist to justice. Thanks to the strength and courage of our warriors, and they’re great warriors, the bloodthirsty savage known as Al Baghdadi is now dead."
Audience,USA! USA!
Donald Trump,"And he was quickly replaced by his second-in-command and his second-in-command is now dead. And we’ve got our eye on and our sights on third also, we know exactly where and when, but it’s becoming a very unpopular job, not a lot of takers and that’s what we want. Go back to living a good normal life because America is winning again. America is winning again like never before. And as I always say, and I’ve already said it twice tonight, this country is so respected and we were not respected four years ago, we were laughed at."
Donald Trump,"But while we’re delivering historic victories for the American people, the radical left Democrats and the failed Washington establishment are trying to erase your votes, nullify the election and overthrow our democracy. Not going to happen, don’t worry about it. I wouldn’t lose too much sleep over it. And I have to say this about the Republicans, the Republicans… And you have a lot of great ones here tonight, your Congressman. You have a lot of great ones, these congressmen are great. The Republicans have never been so United as they are right now, ever. The House, the Senate, we’ve never been this United because it’s all a hoax and they understand it."
Donald Trump,"They also understand poll numbers, but I’m sure that had nothing to do with it. But the impeachment hoax is about overturning your great 2016 vote, or in the alternative, trying to win the 2020 election. That’s not going to happen. Yesterday, the Justice Department’s Inspector General released a report detailing the outrageous, scandalous and unprecedented abuses of power."
Donald Trump,"Get them out. Get her out. Get her out. Get her out. See, these guys want to be so politically correct, you get her out. You see that? I’ll tell you, law enforcement is so great. That particular guy wanted to be so politically correct. We don’t want to be politically correct. I don’t know who he was, he didn’t do the greatest job, so they tried to frame innocent people in the ludicrous… It all started with the Russia witch hunt. Then the inspector general shocking report proved that the Obama FBI obtained secret warrants to spy on my campaign based on a phony foreign dossier of debunk smears, paid for by crooked Hillary Clinton and the DNC."
Donald Trump,"The FBI failed to disclose the nature of the political hit job to the Pfizer court. They hid it, they deceived it, and they lied. The dossier was written by a discredited foreign agent who quote, “Desperate that Donald Trump not get elected and was passionate about him not being the United States president.” What’s this? Folks, they spied on our campaign, they spied. Never happened before in the history of our country and we’re really wise to it. We’re wise to it."
Donald Trump,"The inspector general found that the FBI spying application contained 17 errors and omissions, commonly known as lies and deceit. When the FBI… And you have great people in the FBI, but not in leadership. You have not good people in leadership, you haven’t had. When the FBI uncovered evidence showing that we did absolutely nothing wrong, which was right at the beginning, they hid that exonerating, you know that? They hid it. They hid it so nobody could see it, so they could keep this hoax going on for two years. They knew right at the beginning that it was all a frame up, a set up, but they hid it so that nobody could see it, so they could keep it going on, thinking they were going to hurt us politically. But now we’re stronger politically than we were ever before. And the FBI also sent multiple undercover human spies to surveil and record people associated with our campaign. Look how they’ve hurt people. They’ve destroyed the lives of people that were great people, that are still great people. Their lives have been destroyed by scum, by scum. An FBI lawyer forged, took an email… forged, forged an email used as evidence, an act which is now the subject of a criminal referral."
Donald Trump,"What they did is so unbelievable. Oh, I look forward… I don’t know. I don’t know, keep away. I look forward to Bull Durham’s report, that’s the one I look forward to. And this report was great by the IG, especially since he was appointed by President Barack Hussein Obama. Considering that fact, it was great because we learned a lot of things that nobody would have found out variously, although I suspect we would have. We also know from a previous inspector general investigation that many of these same high ranking officials were consumed with anti- Trump and anti-Trump people hatred and bias, texting about an insurance policy, let’s have an insurance… remember? Remember?"
Donald Trump,"Peter Strzok and his lover, Lisa Page. Remember? “Lisa, I love you so much. Lisa, please, Lisa please. Lisa, I’ve never loved anyone like you. We won’t allow this to happen to our country. Lisa, please tell me you love me. Lisa, I love you.” “Peter, I love you. I love you like I’ve never loved anyone. And if for any reason she loses, even though she’s a stone called corrupt person, if for any reason she loses, Peter, we’ve got to have an insurance policy, we have to do it because we’re going to go… ” And that’s what’s been happening for the last two and a half years. It was their phony insurance policy."
Donald Trump,"So FBI lawyer, Lisa Page, so in love that she didn’t know what the hell was happening texted the head of Counter Intelligence, Peter Strzok, likewise so in love he couldn’t see straight. This poor guy, did I hear he needed a restraining order after this whole thing to keep him away from Lisa? That’s what I heard. I don’t know if it’s true. The fake news will never report it, but it could be true."
Donald Trump,"No, that’s what I heard. I don’t know. I mean who could believe a thing like that? No, I heard that Peter Strzok needed a restraining order to keep him away from his once lover. Ah, Lisa, I hope you’re miss him. Lisa, he’ll never be the same. But he said he’s not ever going to become president and Strzok look back, “No, no, he won’t. We’ll stop it. We’ll stop it.” Can you believe we found these texts? This is FBI agents at a high level. “No, no. We’ll stop it.” They’re going to stop us from winning an election and then we have to listen, “There was no bias. Oh, there was no bias.”"
Donald Trump,"Think of these people, they write here was no bias. And yet he saying, “No, no, darling, we’ll stop it.” And then they announce there was no bias. Now you know what we’re doing, and it’s not easy, and somebody said a regular president… I don’t want to use the word normal because that’s not a nice normal refer… A regular president would have been under a table, thumb in the mouth saying, “Take me home mommy, this is too tough for me.” It’s true. True, they know."
Donald Trump,"And while it was tough on my family, I have to say, very unfair to my family, very tough on my family. I have a great family, tough… For me, it’s my life. I do it, I do it. It’s one thing, but very tough on a family thing, a thing like this happens, it’s a disgrace. But day after day we’re exposing something called that filthy, disgusting, horrible swamp and we’re cleaning it up. And now after and a half years now that the Russia witch hunt is dead, a big fat disgusting fraud, the Congressional Democrats are pushing the impeachment witch hunt having to do with Ukraine, but that’s already failing."
Donald Trump,"You saw their so-called articles of impeachment today, people are saying they’re not even a crime. What happened? All of these horrible things, remember? Bribery and this and that. Where are they? They send these two things and not even a crime. This is the lightest, weakest impeachment…. Our country has had actually many impeachments, you recall judges and lots of… many impeachments, but it was on today, everybody said, “This is impeachment light.” This is the lightest impeachment in the history of our country by far. It’s not even like an impeachment. These people are stone cold crooked."
Donald Trump,"When a guy like shifty Schiff, he’s a corrupt politician, he made up my statement because… See, I did one thing very good, as soon as I heard about this deal, I released my statement immediately, but he had already made horrible statements. And by the way, the whistleblower, the whistleblower defrauded our country because the whistleblower wrote something that was totally untrue and we broke up the game."
Donald Trump,"Remember the second whistleblower was coming, right? And then the informer, who is the informer? I know who the informer is. So the informer obviously gave him a false information because they wrote in the whistleblower report, they wrote something totally different from what I said, what I said was perfect. But it screwed up the whole works because most guys would never do that. They didn’t even know probably that we had it transcribed, professionally transcribed, word for word transcribed, so beautiful. Am I lucky I had it transcribed? Think of that. Think of that."
Donald Trump,"So when I said release it… And I don’t like doing that because you’re releasing it, it’s a conversation with a foreign leader, in this case, a very fine gentlemen, president of Ukraine, the new president of Ukraine. And we call them up and we said, “Would it be okay?” Our secretary of state made the call, “Would it be okay?” And they didn’t know what we were talking about, but they said, “Yeah, it’s okay.” And by the way, he, his foreign minister, everybody did you know they said, “There was no pressure. He didn’t do anything wrong. There was no pressure put on us.” That didn’t stop anybody but we released the conversation and that gummed it up. Now, all of a sudden we never heard from the second whistleblower. We never heard about who the informer was."
Donald Trump,"The whistleblower who’s going to come out strong, he’s disappeared. Where’s the whistleblower? He’s disappeared. He’s gone. Maybe our great Congressman can find him."
Donald Trump,"He’s gone. Maybe our great Congressmen can find him. Okay? But the whistleblower is gone. He flew the coop because he reported incorrectly, and the IG, who didn’t want to look at the conversation, he was so anxious to turn the whistleblower report over to Congress so that Congress could have fun with it, ought to be ashamed of himself."
Donald Trump,"But today, the House Democrats announced these two flimsy, pathetic, ridiculous articles of impeachment. The House Democrats are walking back from everything they claimed. With today’s announcement, they’re now admitting there was no collusion, there was no obstruction of justice, and there were no crimes whatsoever. There are no crimes. It says that, there are no crimes. They’re impeaching me and there are no crimes. This has to be a first in history. They’re impeaching me. You know why? Because they want to win an election. And that’s the only way they can do it."
Donald Trump,"So the Democrats have nothing, and they’ve turned the somber process of impeachment. And it was, you know, to me, impeachment is a very ugly word. It’s a word I associate with some very bad times in our country. The good news is we’re having the best times in history in our country. Okay? But the word impeachment, to me, is a very, very ugly word. It’s a dark, ugly word. But, but I have to tell you, as bad as it is, it meant something. When you had serious high crimes and misdemeanors, when you had serious, go ahead, it’s impeachment. That would happen every 50 years, every 40 years, every 100 years. This was a big deal. They’re making it so like, “Let’s do it every six months.” They’ve cheapened a process. They’ve cheapened a process."
Donald Trump,"These people are so bad, the radical left Democrats, and I actually think that Pelosi, who by the way, by the way, by the way, she has totally lost control. She has totally … It’s being run now by this crazy AOC plus three. AOC plus three. Now it’s being run by other people. The far left has just grabbed that party. It is so sad to see. And she knew what would happen."
Donald Trump,"I didn’t, because I didn’t figure the polls would go through the roof. They went out today. In Michigan, in Wisconsin, in a place called Pennsylvania. No, no. The polls are through the roof. They’re called swing states, very important states. We won Pennsylvania the last time, and we’re going to win it again, but even bigger. Our polls have gone, over the last month, they’ve gone through the roof. You look at it, take a look at it, it came out today. The FireHouse poll, it’s an important poll. It was always good. I never looked at it. Today, I like it a lot. We’re up through … nobody can even believe it."
Donald Trump,"So what Pelosi did, and as I said, they do the impeachment, then right away, let’s do USMCA, right on top of it. You’d think she’d wait like a day. She wanted to smother the impeachment crap, and that’s probably what she did, at least to an extent. But any Democrat that votes for this sham will be voting to sacrifice their house majority, their dignity, and their career. Okay? And some of these partisan lunatics have already said that if they fail this time, think of this. How about Low IQ Maxine Waters? How about Green? How about Green? We’ve Green. How about Green, where he said, “We have to impeach him because if we don’t impeach him we’re not going to win the election.”"
Donald Trump,"This is what we’re dealing with. You know, we’re dealing with some very bad people. We’re dealing with people that don’t respect you. And by the way, you know they talk about the elite? You’re the elite. They’re not the elite. You’re the elite. You’re the elite. You got better education. You got better everything. You’re the elite. It always bothers me, they said, “The elite.” This is the elite. Look at these people. How beautiful. This is the elite. You know who are the elite? You look at those jobs reports. We’re the best in history unemployment for African Americans, best in history unemployment Hispanic Americans, best in history unemployment Asian Americans. You’re the elite. You’re the elite."
Donald Trump,"But they said they’ll do it again because this has been a total bust. They’ll do it again. And by the way, the Senate’s been so professional, so good, so strong, so solid. Just like these gentlemen in the House. So solid. So we have to vote these crazy people the hell out of office. And in 2020 I’m going to work like hell that we take over the House. We have to take over the House. We have to. Right? Got to take over the House, Mike. So here are the facts that Shifty Schiff … Is that guy the worst? He comes up to a microphone, now he comes up to a microphone like two and a half years ago, “I have absolute proof that the President of the United States conspired with Russia.” Russia? What the hell do I have to do with Russia? By the way, Russia wishes that Hillary Clinton won. They wish. We are now number one in the world in energy. Russia is number three. We’re beating out Russia and Saudi Arabia. You’d have windmills all over the place if you had Crooked Hillary. They’d be knocking out those birds left and right. Those windmills. Wah, wah, wah."
Donald Trump,"“Darling, I want to watch television tonight and there’s no damn wind. What do I do? I want to watch the election results. Darling, there’s no wind. The damn wind just isn’t blowing like it used to because of global warming, I think. I think it’s global warming. Global warming. No more wind, no more life. The ocean is going to rise 1/8 of an inch within the next 250 years. We’re going to be wiped out!”"
Donald Trump,"Look, I want clean air. I want clean water, crystal clean, I want, and that’s what we have at a record level. Our air and our water are cleaner now than it’s ever been with all that we’re doing, and we haven’t closed up all of our industry, and we haven’t closed up our businesses and lost all those jobs. And right now, we’re by far the largest economy in the world. If you remember, you could look, if you go back five, six, seven years, in 2019 they say China was going to catch us as the world’s largest economy. Guess what? They’re way behind. They’re way behind."
Donald Trump,"Because over the last three years, you see the stock market set 131 records from the day. Think of that. And that means jobs, that means 401ks. I have so many people that come up to me, “Thank you, sir. My wife is so in love with me because I went up 79% in the 401k. She thinks I’m a genius. She always thought I was a total stiff, a dumb, stupid dope. Now she thinks I’m a financial genius, sir. And all I did was buy some stock. I have stock in a 401k, and you made me into a genius, sir. She loves me so much more than she ever did.” Shows you the power of money, right? Isn’t that terrible? But I have so many people, 401ks are through the roof, your jobs are through the roof, we have the lowest unemployment rate. And now, more importantly than anything, wages are up for the first time in many, many years, decades, decades."
Donald Trump,"You remember four years ago I was here, and I told people, I said, “You know, 20 years ago, people made more money than they made four years ago.” Not now. Not anymore. Because people now can not only make a lot more money, if they don’t like their job, they go out and they get a different job, and they get more money, and ultimately they find one that they love. You have so many opportunities right now. Wages are up, jobs are up. And today we set a new record, almost 160 million people are working. We’ve never come close to that number. That’s a hell of a number. But just quickly, here are the facts on Shifty Schiff. Dishonest guy, makes up my statements. He said, “The President of Ukraine repeatedly declared that there was no pressure,” but he didn’t want to say that. We said, “Say it. Say it, you crooked bastard, say it. But he doesn’t want to say it. We said, “Sat it!” I’d like to force him to say it. He’ll walk up to the mic, “Ladies and gentlemen,” guy’s a total corrupt guy."
Donald Trump,"Listen, just to finish off, a man who I really, I don’t know him, but I respect him because the Ukrainian Foreign Minister, and he said it so strongly, “I have never seen a direct link between investigations and security assistance.” He just said that the Democrats, who are corrupt, refuse to say that, and that’s ultimately the only one that matters, the leaders of Ukraine, because they’re the ones that know of this pressure, not some crooked ambassador that’s a deep stater, or that’s a Bushy, or that’s a Clintonite, or that’s a Barack Obama ambassador. Okay? The ones that matter are the leadership of the country that we’re talking about. They refuse to say it because they’re dishonest people."
Donald Trump,"There’s only one way to stop the rabid partisan Democrats, Pennsylvania voters must show up in 2020 so we can take back the House, hold the Senate, and keep the White House. It’s the only way. Only way."
Donald Trump,"Okay, so I’m going to ask these people to come up on this stage because we have warriors with us tonight. We love warriors, like the guys that killed al-Baghdadi. You know how much press I got? I don’t care about press. But Conan the dog got more than I did, and that’s okay. Conan was almost electrocuted, he deserves it. They gave me about a day, and that’s okay, because the people understand, we made a great decision. And remember this, al-Baghdadi was the founder of ISIS, al-Baghdadi was a vicious, ruthless person, al-Baghdadi created a caliphate bigger than the State of Ohio. Think of that, that’s a big caliphate. And we now have taken 100% of the caliphate, and we have thousands and thousands of ISIS prisoners. With Obama, you did nothing. You did nothing but get your ass kicked. True. True. All right, we’re joined tonight by many of the terrific warriors that have helped me so much in so many ways. They fight for us. They really are incredible. And they come right from the State of Pennsylvania."
Donald Trump,"Hey, do you ever notice where Biden keeps saying he’s in the wrong state? Like if he’s in Ohio, “It’s great to be an Iowa tonight.” If he’s in Pennsylvania, “It’s wonderful to be in the State of Delaware.” What is wrong with this guy? What’s wrong with him? There’s something wrong. Okay? There’s something wrong. No, he keeps … How many times can you do that?"
Donald Trump,"So far, it could happen, because you know I was doing six and seven a day that last month, that last beautiful month that I loved, I was doing six. I left these guys alone. I didn’t want to do interviews, they were a waste of time. We just did these big beautiful rallies. And you know, if you start getting a little … you know, I went to Michigan, then I went to Wisconsin, then I went … I’m sitting here saying, “What the hell is going on? These crowds are incredible.” And we had the biggest crowds."
Donald Trump,"By the way, to this day, there has never been, and they’ll always correct me, in the history of politics, in the history of our country, there has never been anybody that drew crowds like we draw, and I don’t have a guitar. I have no guitar. But this has never happened. I mean if you took Ronald Reagan, and we all like Ronald Reagan, I liked him, I thought he was a great guy, but if he came to Pennsylvania for a rally, if he had 1,000 people in a ballroom or something, you know? I mean we’re getting crowds, 25-30,000 people, and then there’ll be 20,000 people outside. We set up screens outside, and if anybody would like to stand in the rain watching. And do you people out there, I’m sorry, it’s pretty rough."
Donald Trump,"But no, there’s never been anything like it. One instruction get me the biggest arena you can get. We don’t have empty seats. I mean look at this. How many seats is this? 11,000? How much? 10,500, it’s packed. It’s beyond that. And don’t forget, look at the floor, and then you go out. No, and then you go out and you look outside, and you have thousands and thousands because there’s a spirit for what we’re doing. We’re fixing our country, we’re healing our country. We’re making America great again. So I want to ask a couple of our great warriors to come forward. Representative Glenn Thompson, come up here, Glenn. Come up here. A man that’s been a friend of mine for a long time, Mike Kelly. Don’t get in the fight with Mike. Come up, Mike. A wonderful man who represents this area, Scott Perry. Representative Lloyd Smucker. Lloyd. A guy who was always there for us, John Joyce. And two people that you all know very well in this state, they bring home the bacon, Dan Meuser and Fred Keller. Thank you fellas. Thank you."
Donald Trump,"I want to also bring back our Pennsylvania Party Chairman. And I know his grandfather, I shouldn’t say that to you. He was a tremendous man, Dan Tabas, but I’m going to introduce somebody that Dan always said had tremendous talent. Little did I know that he’d be working with us, and he’s really working well. He’s smart, he’s tough. Lawrence Tabas. Come on up, Lawrence. Come on up."
Donald Trump,"Also with us tonight, Pennsylvania Trump Victory Chairwoman, Bernie. You know this, right? You know this person. Comfort. Do you know who that is? Do you know who that is? Everybody knows who that is. National Committeeman Bob Asher, RNC Co-chairman Tommy Hicks has been incredible, and my friend David Urban. David."
Donald Trump,"So I just want to thank, this is an amazing group of people, and with their help, and the help of everyone here, we are going to set records like we’ve never set before. You know, I used to say, and I sort of still have to say, 2016, I don’t know if anything like that can ever happen, but I think we’re much better. All of the things I said, “We’re going to cut taxes. We’re going to cut regulations. We’re going to take care of our vets,” look what we did for our vets, with choice, right? Look what we did. Look what we did."
Donald Trump,"We now have the ability to fire all of the bad people that are in the VA. Right? Fired over 8,000 people that were disrespecting our vets. They wouldn’t have done it in primetime, I can tell you that. But what we’ve done for our vets, what we’ve done in rebuilding our military, what we’ve done in so many ways, and we, unlike the Democrats, will protect your Second Amendment. Okay? So we’ve done a job, and we’re proud of it, and we have tremendous people. Let’s give them a hand, and thank you very much. Thank you. Thank you, everybody. Thank you. Thank you, folks. Vote for these people. Even if you don’t like them, vote for them. Oh, that’s a beautiful new hat. Look at the hat that guy’s got on. How’s that hat working out? Is that good? I love that hat. Look at this guy, that says Keep America Great."
Donald Trump,"Should we do the poll? Should we do a poll? Okay, ready? So we have the greatest phrase in the history of politics, Make America Great Again. Wait. And we have our new phrase, because we’ve made America great. I’ve told you, stock market, we’ve rebuilt our military, we’ve cut your taxes at a level that nobody could even think possible. Take a look at your median income, take a look at what’s happened. The numbers, median household income, take a look at your numbers. With President Bush, it went up $400 in eight years. With President Obama, it went up $975 in eight years. With President Trump, it went up 5,000, but whoa, whoa, whoa, in less than three years. That’s a big thing. Wait. And then when you add energy savings, and you add tax savings, you have almost a $10,000 gain in three years. That’s a big difference."
Donald Trump,"And that’s one of the very big reasons why our, I think that and regulations, but that’s one of the very big reasons why our economy is doing so well, because they talk about our consumer is loaded with money. Thank you very much, Mr. President, I appreciate it. But with the help of everyone here, we have now the hottest economy. You know when I meet dictators, and presidents, and kings, and queens, and prime ministers, they all come into that beautiful Oval Office. So beautiful, right? So respected."
Donald Trump,"And the first thing they almost always say, “Sir, congratulations on your economy. We’re trying to do the same thing.” I said, “You won’t be able to do it. You won’t.” They won’t be able to. Let them give it a shot. But they all say, “Congratulations on the great job you’ve done with economy.” But we’ve all done the great job. Not me. We’ve all done it. I’ve been your spokesman, and I’ve done a good job as spokesman. But they all say that."
Donald Trump,"But we’ve done a good job in many ways. You know, all of the promises that I made, I’m the only politician in history that I’ve actually kept more promises than I made. Think of that. In other words, I made here, like a thing like Right to Try, nobody talked about Right to Try. We got Right to Try. That’s somebody terminally ill, we have the greatest medicines in the world, the greatest doctors, the greatest labs in the world, nobody close, but it takes years to get it approved. And I got it approved so you can sign a document, get it. If you want to see the lives that we’re saving, it’s a beautiful thing. A beautiful thing is happening, Right to Try. Right to Try."
Donald Trump,"But we’ve also created 7 million new jobs since the election. If I would have said that, the fake news would have gone crazy, they would have said that’s impossible. These people would have gone crazy. They go crazy anyway, and I don’t even say it. And right here in Pennsylvania, we’ve created 160, 000 brand new beautiful jobs, and you have companies moving in and moving back. And as I said, African American, Hispanic American, Asian American unemployment, the lowest ever in the history of our country, the lowest unemployment rates. Wages for low income workers have gone up more than 10%. Nobody thought that was possible. They’re one of the biggest, in terms of a group, one of the biggest beneficiaries. This year, 40 million American families will benefit from the Republican Child Tax Credit, each receiving an average of $2,200. We ended the last administration’s war on American energy, the United States is now, and I said it, and I’ll say it all night long, number one producer of oil and natural gas in the world, and there’s nobody even close. In the State of Pennsylvania, natural gas production is up 34% since our election, 34. Virtually every leading Democrat has pledged to entirely eliminate American production of oil, clean coal, natural gas. I don’t think somebody coming into Pennsylvania, you know those new petrochemical plants, they don’t like them at all. Thousands and thousands of jobs. Incredible. Millions of dollars in taxes."
Donald Trump,"How about going to the State of Texas? We had one candidate who turned out not to be too good a candidate, right? Beto, Beto. Remember? So he wanted to get rid of religion, the Bible, he wanted to get rid of guns, and he wanted to get rid of oil. How about going to Texas and say, “No Bible, no oil,” think of this one, “No Bible, no oil, no guns.” I think you could be Abraham Lincoln and not win that particular race. And it wouldn’t be much different in the State of Pennsylvania, that I can tell you. But you know, somebody that believes in that is Sleepy Joe Biden. He was caught telling a far left radical activist that he would shut down fossil fuel production in Pennsylvania. You saw that. But the voters of this Commonwealth will never, ever let that happen. Can you imagine a guy coming in, whether it’s him or anybody else? They all want to do it. He just raises his hand, he has no clue what he’s doing. They raise their hand. Remember he looked? Do you want to give illegal aliens healthcare, even though we’re taking it away from our own soldiers that are up … and he looks and they’re all raising their hand? Did you see that? Well, he, “Oh, oh, oh, okay, I’ll do it too.”"
Donald Trump,"In addition to replacing NAFTA, I’ve taken the toughest ever action against China’s trade abuses. They want to make a deal so badly. And we’re doing well with the deal, but they want to make a deal. “Please make a deal. We don’t want to pay tariffs anymore. Please, please.”"
Donald Trump,"Thanks to our steel tariffs, steel mills in Pennsylvania are roaring back to life. And U.S. Steel has just announced $1 billion investment in Mon Valley Works in Pittsburgh. You know that, right? $1 billion. They weren’t investing, they were divesting. The steel companies, it’s an amazing achievement. We tax all of the dumped steel, comes in from China and other places, 25%."
Donald Trump,"… the dump steel comes in from China and other places. 25%. All of it. All of a sudden our steel mills are doing again. We need steel. It’s not like you could say, “Gee, we’ll get it from another country.” We need that for defense. We need it for our ships, we need it for our planes. We need it. We can’t play games with steel."
Donald Trump,"After years of rebuilding other nations, we are finally rebuilding our nation. Very importantly, in everything we do, we are putting America first. Sorry. We gave up on the globalist folks. Let’s build the world. Let’s forget about our country. Let’s just rebuild the world."
Donald Trump,"Or no issue have the Democrat politicians more thoroughly betrayed the American people than on the issue of immigration. Far left politician… I mean, they’re fighting me on the wall, you have no idea. But we’re building it and it’s fine and we have the money coming in from the military. I’ve got it from here, from there, from there. Believe me, if I weren’t a good developer, you could forget about that wall. I’ve got here, there, there."
Donald Trump,"These people fought me and we’ve started winning in court. You know what? Speaking of court, we will soon have 182 federal judges, including Court of Appeals. Nobody can believe it. All because Barack Obama gave us 142 empty seats."
Donald Trump,"When you’re a president, they always say, “I disagree. I think the most important thing we can do is defense,” right? But beyond defense, they always say the most important thing you can do is judges and justices of the Supreme Court. We have two great ones. Great ones. But they always say, “Judges and Supreme Court justices.”"
Donald Trump,"When you leave office, I hope in 5 years, 9 years, 13 years, 17 years, 21 years, 25 years, 29 years. When I leave office… Now I’m only doing that to drive them totally crazy. That drives them crazy. Even joking about it."
Donald Trump,"We have this idiot comedian who stands up, he’s talking to a guest, right? He said, “You know he’s going to win, don’t you? You know it.” The guy goes, “No, no. We’re going to fight. We’re going to fight.” And they will. “No, no, no. You know he’s going to win.” Then he goes, “You know he’s going to win. And you know he’s never leaving, don’t you? He’s never leaving.” At first I thought he was kidding. He’s a whack job. He is totally serious. He honestly believes that."
Donald Trump,"I don’t know, should we give it a shot? Maybe we’ll give it a shot. I’m only kidding. I’m only kidding. Media, I’m only kidding. They won’t write that, but that’s okay. They won’t write the, “I’m only kidding part.”"
Donald Trump,"But far left politicians support deadly sanctuary cities demonstrating their sneering contempt, scorned and disdained for everyday Americans. These jurisdictions deliberately release dangerous, violent, criminal aliens out of their jails and directly onto your streets, where they are free to offend, where they are free to kill, where they are free to rape, where they are free to beat up people except for ICE because ICE is much tougher than them. They don’t beat up ICE. They don’t beat up ICE. You’re lucky we have ICE. They want to put ICE out of business. That’s not happening. ICE is… They’re incredible people. They’re great patriots and they’re tough."
